"title","hit","url","page"
"물이 좋은 코기.gif","3099","https://www.clien.net//service/board/park/14634752?od=T31&po=6&category=&groupCd=","6"
"뜬금없지만 신천x 신자들은 기부금 소득공제 어떻게?","1088","https://www.clien.net//service/board/park/14634751?od=T31&po=6&category=&groupCd=","6"
"카톡과 블로그에 이런 글이 돌고 있는 듯 한데..","883","https://www.clien.net//service/board/park/14634750?od=T31&po=6&category=&groupCd=","6"
"도쿄 올림픽 볼 때마다 생각나는 위쳐 대사..","949","https://www.clien.net//service/board/park/14634749?od=T31&po=6&category=&groupCd=","6"
"'문재인 때리기 위해서라면..' 신천지 옹호하는 교회도 있다","3348","https://www.clien.net//service/board/park/14634748?od=T31&po=6&category=&groupCd=","6"
"우리리서치란 곳이 오늘만 전화 2번오네요.","603","https://www.clien.net//service/board/park/14634747?od=T31&po=6&category=&groupCd=","6"
"경기도 안산은 다행히 확진자가 없네요","623","https://www.clien.net//service/board/park/14634745?od=T31&po=6&category=&groupCd=","6"
"포항서 코로나19 확진자 2명 추가…신천지 관련(종합)","1383","https://www.clien.net//service/board/park/14634744?od=T31&po=6&category=&groupCd=","6"
"코로나19 월세 일부 감면 받았습니다.","3236","https://www.clien.net//service/board/park/14634742?od=T31&po=7&category=&groupCd=","7"
"코로나바이러스감염증-19 국내 발생 현황 (2월 25일)","1323","https://www.clien.net//service/board/park/14634741?od=T31&po=7&category=&groupCd=","7"
"사람은 변하지 않아요(무단횡단).jpg","2380","https://www.clien.net//service/board/park/14634739?od=T31&po=7&category=&groupCd=","7"
"오.... 회사에서 최고의 복지를 시행하려 합니다 ㄷㄷㄷ","3031","https://www.clien.net//service/board/park/14634738?od=T31&po=7&category=&groupCd=","7"
"이래도 중국 안막아서 그랬다고 하는거냐!!","2073","https://www.clien.net//service/board/park/14634737?od=T31&po=7&category=&groupCd=","7"
"정부비판한다고 욕하지 마시고 잘 설득들 해야죠...","569","https://www.clien.net//service/board/park/14634734?od=T31&po=7&category=&groupCd=","7"
"한미 국방장관 회담 전날.. 美 '한국인 무급휴직'으로 방위비 압박","1152","https://www.clien.net//service/board/park/14634733?od=T31&po=7&category=&groupCd=","7"
"통합당 ''대구 봉쇄'라니 주민들이 코로나 옮기나..강력규탄'","2612","https://www.clien.net//service/board/park/14634730?od=T31&po=7&category=&groupCd=","7"
"교총회장이 사생활을 이유로 동선공개 거부하면 통신영장 청구해야겠네요..","2769","https://www.clien.net//service/board/park/14634728?od=T31&po=7&category=&groupCd=","7"
"마스크 유통업자들 단톡방 지저분하네요","3508","https://www.clien.net//service/board/park/14634727?od=T31&po=7&category=&groupCd=","7"
"저쪽의 중국인 입국불허 주장이 먹히고 있다는 느낌이 듭니다.","1143","https://www.clien.net//service/board/park/14634726?od=T31&po=7&category=&groupCd=","7"
"서울은평성모병원 방문자 조사중인가 봅니다","817","https://www.clien.net//service/board/park/14634725?od=T31&po=7&category=&groupCd=","7"
"[기사]리얼미터, '여론조사 논란' 허위보도한 기자 상대 승소","2700","https://www.clien.net//service/board/park/14634724?od=T31&po=7&category=&groupCd=","7"
"현시각 이낙연 전총리 vs 황교안","3234","https://www.clien.net//service/board/park/14634723?od=T31&po=7&category=&groupCd=","7"
"19) 혹시 아이코스 피면서 담배 잘 안빨릴떄 있지 않나요?","1691","https://www.clien.net//service/board/park/14634722?od=T31&po=7&category=&groupCd=","7"
"호주 '도쿄 올림픽 출전 않는 게 의미있는 도전일 수도'.news","2911","https://www.clien.net//service/board/park/14634721?od=T31&po=7&category=&groupCd=","7"
"개배고파.jpg","1910","https://www.clien.net//service/board/park/14634719?od=T31&po=7&category=&groupCd=","7"
"서울 동작구 긴급재난문자","3225","https://www.clien.net//service/board/park/14634718?od=T31&po=7&category=&groupCd=","7"
"개신교가 신천지에 치를 떠는 것 같아도","2208","https://www.clien.net//service/board/park/14634716?od=T31&po=7&category=&groupCd=","7"
"검찰 '코로나19'에도 나경원 자녀 입시비리 고발인 조사","1675","https://www.clien.net//service/board/park/14634714?od=T31&po=7&category=&groupCd=","7"
"방금 재난문자 왔네요.ㄷ","2005","https://www.clien.net//service/board/park/14634713?od=T31&po=7&category=&groupCd=","7"
"나 카페 사장인데 알바생들 알아서 하는거 없음.jpg","3641","https://www.clien.net//service/board/park/14634712?od=T31&po=7&category=&groupCd=","7"
"신상유출이라니 신도명단에 다 제출한거 아니요?","1026","https://www.clien.net//service/board/park/14634711?od=T31&po=7&category=&groupCd=","7"
"명륜진사갈비 한달치 월세 지원하기로했다네요","2514","https://www.clien.net//service/board/park/14634710?od=T31&po=7&category=&groupCd=","7"
"SSM..동네마트에서 마스크 입고라고 문자오네요..","1396","https://www.clien.net//service/board/park/14634709?od=T31&po=7&category=&groupCd=","7"
"코로나19 확진자 대구·경북 724명..전체 감염자 81%","1129","https://www.clien.net//service/board/park/14634708?od=T31&po=7&category=&groupCd=","7"
"회사가 신천지 근처입니다","660","https://www.clien.net//service/board/park/14634707?od=T31&po=7&category=&groupCd=","7"
"잊고 있었던 이분 만덕산.","2157","https://www.clien.net//service/board/park/14634705?od=T31&po=7&category=&groupCd=","7"
"포항에 방콕잘한 확진자가 있네요","4614","https://www.clien.net//service/board/park/14634702?od=T31&po=7&category=&groupCd=","7"
"지자체들 일 열심히 하네요.. (김포 5번째 확진자 동선 안내)","1132","https://www.clien.net//service/board/park/14634699?od=T31&po=8&category=&groupCd=","8"
"인터넷안되는 윈도우즈 vs 키보드없는 리눅스 vs 마우스/터치 안되는 맥os","848","https://www.clien.net//service/board/park/14634698?od=T31&po=8&category=&groupCd=","8"
"페북은 중국 봉쇄 안하고, 대구는 바로 봉쇄한다고 댓글천지네요 ㅠㅠ","1435","https://www.clien.net//service/board/park/14634697?od=T31&po=8&category=&groupCd=","8"
"왠지 서울도 불안하네요..","1045","https://www.clien.net//service/board/park/14634696?od=T31&po=8&category=&groupCd=","8"
"신천지 전원 명단 - 판도라 상자가 열림","6108","https://www.clien.net//service/board/park/14634694?od=T31&po=8&category=&groupCd=","8"
"방금 무서운 얘기를 들었습니다..","3003","https://www.clien.net//service/board/park/14634693?od=T31&po=8&category=&groupCd=","8"
"명성교x도 신천z급 일까요?","830","https://www.clien.net//service/board/park/14634692?od=T31&po=8&category=&groupCd=","8"
"신천지 ""성도 신상유출 피해사례 수집해 법적대응할 것""","2053","https://www.clien.net//service/board/park/14634691?od=T31&po=8&category=&groupCd=","8"
"신천지 교리의 종착점은 우수한 유전자겠군요","538","https://www.clien.net//service/board/park/14634690?od=T31&po=8&category=&groupCd=","8"
"트라우마로 성불능.gif","4141","https://www.clien.net//service/board/park/14634689?od=T31&po=8&category=&groupCd=","8"
"한 두명씩 정부탓하는 사람이 기어 나오니 답답하네요","1123","https://www.clien.net//service/board/park/14634688?od=T31&po=8&category=&groupCd=","8"
"춘장아 일 좀 해라~","1172","https://www.clien.net//service/board/park/14634687?od=T31&po=8&category=&groupCd=","8"
"후기)와 아파트 관리비 어이없네요(2)","4312","https://www.clien.net//service/board/park/14634686?od=T31&po=8&category=&groupCd=","8"
"30대 이상 남자는 개기름하고 피부색만 관리되면 그나마 훨씬 낫습니다","1469","https://www.clien.net//service/board/park/14634685?od=T31&po=8&category=&groupCd=","8"
"천안 코로나 확진자 동선","1730","https://www.clien.net//service/board/park/14634684?od=T31&po=8&category=&groupCd=","8"
"황교안, 종로서 방역 활동…'꼼꼼히 소독약 뿌리고 안전 살펴'","2060","https://www.clien.net//service/board/park/14634683?od=T31&po=8&category=&groupCd=","8"
"확진자 갱신이 두 자리 수가 되어서 너무 다행이에요","1346","https://www.clien.net//service/board/park/14634681?od=T31&po=8&category=&groupCd=","8"
"황교안, 종로서 방역 활동…'꼼꼼히 소독약 뿌리고 안전 살펴'","1033","https://www.clien.net//service/board/park/14634680?od=T31&po=8&category=&groupCd=","8"
"황모씨 행보는 정말 이해가 안가네요","1795","https://www.clien.net//service/board/park/14634679?od=T31&po=8&category=&groupCd=","8"
"황교안 근황","3420","https://www.clien.net//service/board/park/14634677?od=T31&po=8&category=&groupCd=","8"
"중국의 영상기술 2","2730","https://www.clien.net//service/board/park/14634674?od=T31&po=8&category=&groupCd=","8"
"어쎄신크리드 오딧세이 다시해야겟어요","753","https://www.clien.net//service/board/park/14634672?od=T31&po=8&category=&groupCd=","8"
"캐나다 토론토에도 신천지교회가 있았네요","740","https://www.clien.net//service/board/park/14634670?od=T31&po=8&category=&groupCd=","8"
"무인도 조난시 필수품.gif","4779","https://www.clien.net//service/board/park/14634669?od=T31&po=8&category=&groupCd=","8"
"남해서 확진자 첫 발생","1455","https://www.clien.net//service/board/park/14634668?od=T31&po=8&category=&groupCd=","8"
"홍콩 친중파 진영, '국가보안법' 추진 온라인 서명운동","651","https://www.clien.net//service/board/park/14634667?od=T31&po=8&category=&groupCd=","8"
"재택근무 들어갔습니다;;;","970","https://www.clien.net//service/board/park/14634666?od=T31&po=8&category=&groupCd=","8"
"일부사람들은 뭐가 먼저인지를 모르는것 같아요.","635","https://www.clien.net//service/board/park/14634665?od=T31&po=8&category=&groupCd=","8"
"[단독] 신천지 '마지막 보루' 위장문화센터는 숨겼다","3951","https://www.clien.net//service/board/park/14634663?od=T31&po=8&category=&groupCd=","8"
"제몸 제가 챙겨야죠","373","https://www.clien.net//service/board/park/14634662?od=T31&po=8&category=&groupCd=","8"
"콧물감기는 코로나19 아니죠??","1153","https://www.clien.net//service/board/park/14634660?od=T31&po=9&category=&groupCd=","9"
"눈 다 치워따~!.gif","2454","https://www.clien.net//service/board/park/14634658?od=T31&po=9&category=&groupCd=","9"
"회사 근처 모 식당건물에 신천지가 쓰던 공간이 있네요","1131","https://www.clien.net//service/board/park/14634655?od=T31&po=9&category=&groupCd=","9"
"중국의 영상기술.gif","4590","https://www.clien.net//service/board/park/14634653?od=T31&po=9&category=&groupCd=","9"
"주작이겠죠? ㄷㄷ","2701","https://www.clien.net//service/board/park/14634651?od=T31&po=9&category=&groupCd=","9"
"가끔은 말인데 정말 가끔 잘 생겨보일때가 있지 않나요","474","https://www.clien.net//service/board/park/14634650?od=T31&po=9&category=&groupCd=","9"
"미래통합당=신천지.jpg","3729","https://www.clien.net//service/board/park/14634646?od=T31&po=9&category=&groupCd=","9"
"아마존 웨어하우스 에서 사시당했네요;;","1794","https://www.clien.net//service/board/park/14634643?od=T31&po=9&category=&groupCd=","9"
"오늘자 구속된 빤목사님 속마음.jpg","4684","https://www.clien.net//service/board/park/14634642?od=T31&po=9&category=&groupCd=","9"
"코로나 관련 가짜뉴스 유포자 검거","1828","https://www.clien.net//service/board/park/14634641?od=T31&po=9&category=&groupCd=","9"
"아씨.. 와이프한테 '내 종교는 너, xxx야~' 라고 보냈더니....","4471","https://www.clien.net//service/board/park/14634640?od=T31&po=9&category=&groupCd=","9"
"9살 딸아이와 함께하는 즐거운 일주일!!","1517","https://www.clien.net//service/board/park/14634638?od=T31&po=9&category=&groupCd=","9"
"명성교회 근황.txt","4986","https://www.clien.net//service/board/park/14634637?od=T31&po=9&category=&groupCd=","9"
"병원도 환자가 없더군요.","759","https://www.clien.net//service/board/park/14634636?od=T31&po=9&category=&groupCd=","9"
"열일하는 대구MBC가 전하는 걱정되는 뉴스","4743","https://www.clien.net//service/board/park/14634634?od=T31&po=9&category=&groupCd=","9"
"레노버 미니PC는 무슨 마샘인가봐요..","2383","https://www.clien.net//service/board/park/14634633?od=T31&po=9&category=&groupCd=","9"
"조장혁 손절합니다.","6782","https://www.clien.net//service/board/park/14634632?od=T31&po=9&category=&groupCd=","9"
"지역 신천지교회 '명단제공 지시 못받았다'","1991","https://www.clien.net//service/board/park/14634631?od=T31&po=9&category=&groupCd=","9"
"대구교회 권사가 신천지 신도였다네요 ㄷㄷ","5529","https://www.clien.net//service/board/park/14634630?od=T31&po=9&category=&groupCd=","9"
"개신교 분들 하지 말라면 하지 마세요.","2523","https://www.clien.net//service/board/park/14634629?od=T31&po=9&category=&groupCd=","9"
"(덧붙임)이 상황에도 건물주는 전혀 손해 보지 않겠죠...?","1983","https://www.clien.net//service/board/park/14634627?od=T31&po=9&category=&groupCd=","9"
"신천지 자원봉사 '찾아가는 건강닥터' ㄷㄷㄷ","3432","https://www.clien.net//service/board/park/14634625?od=T31&po=9&category=&groupCd=","9"
"입국금지하는건 능력 없다고 얘기히는거 아닌가요??","1157","https://www.clien.net//service/board/park/14634623?od=T31&po=9&category=&groupCd=","9"
"왠지 정부 대응책 신천지에 넘길 거 같음..","2148","https://www.clien.net//service/board/park/14634622?od=T31&po=9&category=&groupCd=","9"
"환구시보 '신천지는 사교.. 우한에 마수 뻗치려다 쫓겨나'","2439","https://www.clien.net//service/board/park/14634621?od=T31&po=9&category=&groupCd=","9"
"메모가 풍년입니다.","655","https://www.clien.net//service/board/park/14634619?od=T31&po=9&category=&groupCd=","9"
"천안 확진자 정보 얻으려고 충남도청 홈피들어가려하는데...","1205","https://www.clien.net//service/board/park/14634618?od=T31&po=9&category=&groupCd=","9"
"청송교도소 교도관, 코로나 확진…대구 신천지 교인","2003","https://www.clien.net//service/board/park/14634617?od=T31&po=9&category=&groupCd=","9"
"와 일하는데 근처에 신천지가 모이는데가 잇나보네요","1106","https://www.clien.net//service/board/park/14634616?od=T31&po=9&category=&groupCd=","9"
